DATE,AUD,CAD,EUR,JPY,CHF,USD
02/01/2013,1.5512,1.6019,1.2299,141.9639,1.488,1.6284
03/01/2013,1.5355,1.5919,1.2341,140.3496,1.4922,1.616
04/01/2013,1.5341,1.5808,1.2294,141.2058,1.4857,1.6037
07/01/2013,1.5345,1.5856,1.2279,141.0962,1.4843,1.6083
08/01/2013,1.5295,1.583,1.2274,139.7464,1.4836,1.6037
09/01/2013,1.5233,1.5806,1.2273,140.6303,1.4841,1.6008
10/01/2013,1.5239,1.5892,1.2189,142.0403,1.4763,1.6108
11/01/2013,1.5284,1.5862,1.2083,143.6254,1.4711,1.6125
14/01/2013,1.522,1.5838,1.2021,143.4069,1.4734,1.6068
15/01/2013,1.5251,1.5828,1.2053,142.6379,1.4927,1.609
16/01/2013,1.5155,1.5768,1.203,141.5398,1.4883,1.5995
17/01/2013,1.5165,1.5736,1.1956,142.7948,1.4897,1.5969
18/01/2013,1.5111,1.5764,1.1934,142.6628,1.4837,1.5862
21/01/2013,1.5071,1.5737,1.1892,142.1893,1.476,1.5834
22/01/2013,1.5031,1.5764,1.1943,140.4864,1.4748,1.5867
23/01/2013,1.5016,1.582,1.1927,140.2809,1.4711,1.5842
24/01/2013,1.5069,1.5834,1.1802,142.0312,1.4683,1.5783
25/01/2013,1.5142,1.5945,1.173,143.8121,1.459,1.5807
28/01/2013,1.5093,1.5854,1.1669,142.355,1.4564,1.5709
29/01/2013,1.5062,1.5813,1.1683,142.7623,1.452,1.5747
30/01/2013,1.5143,1.5837,1.1638,143.8244,1.4406,1.5791
31/01/2013,1.5201,1.5837,1.1681,144.686,1.4435,1.5856
01/02/2013,1.5138,1.5731,1.1497,145.8302,1.4216,1.5745
04/02/2013,1.5105,1.5724,1.1608,145.8755,1.43,1.5738
05/02/2013,1.5093,1.5642,1.1583,146.3421,1.4247,1.567
06/02/2013,1.5168,1.5602,1.1562,146.4088,1.4253,1.5652
07/02/2013,1.5225,1.567,1.1727,146.3677,1.4412,1.5703
08/02/2013,1.5338,1.587,1.1835,146.8723,1.4527,1.5837
11/02/2013,1.5244,1.5769,1.1706,146.3614,1.44,1.5662
12/02/2013,1.5191,1.5701,1.163,145.7476,1.4341,1.566
13/02/2013,1.5032,1.5584,1.1569,145.2991,1.4291,1.5545
14/02/2013,1.4989,1.5543,1.1638,144.4943,1.4317,1.5527
15/02/2013,1.5064,1.5612,1.1628,145.64,1.4344,1.5525
18/02/2013,1.5017,1.5632,1.1596,145.4656,1.4294,1.548
19/02/2013,1.4921,1.5627,1.1562,144.4229,1.4269,1.5443
20/02/2013,1.487,1.5528,1.1446,143.3738,1.4135,1.5303
21/02/2013,1.4882,1.5545,1.154,141.707,1.4178,1.5257
22/02/2013,1.4814,1.5632,1.1599,142.319,1.4221,1.5267
25/02/2013,1.4697,1.5502,1.1435,141.7224,1.4054,1.5109
26/02/2013,1.4813,1.556,1.1571,138.6995,1.4092,1.5127
27/02/2013,1.4828,1.5539,1.1545,138.6517,1.4074,1.5135
28/02/2013,1.4826,1.5601,1.1609,140.0566,1.4165,1.5179
01/03/2013,1.4703,1.5429,1.156,140.2741,1.4188,1.5009
04/03/2013,1.4831,1.5513,1.1583,140.573,1.419,1.507
05/03/2013,1.4776,1.5554,1.1607,141.1359,1.4247,1.5119
06/03/2013,1.4671,1.5519,1.158,140.8001,1.4249,1.5054
07/03/2013,1.4652,1.55,1.1503,142.4538,1.4214,1.5049
08/03/2013,1.4593,1.5324,1.1496,143.539,1.4221,1.4924
11/03/2013,1.4513,1.5297,1.1446,143.1952,1.4145,1.4896
12/03/2013,1.4428,1.5265,1.1432,142.8811,1.4098,1.4885
13/03/2013,1.4501,1.5333,1.1524,143.345,1.4206,1.4924
14/03/2013,1.4494,1.5444,1.1596,144.6702,1.4294,1.5051
15/03/2013,1.4542,1.5422,1.1583,143.9243,1.4208,1.5134
18/03/2013,1.4536,1.5438,1.1659,143.3844,1.4276,1.5109
19/03/2013,1.459,1.5531,1.173,143.3942,1.4303,1.5118
20/03/2013,1.4565,1.5539,1.1685,144.5409,1.4283,1.5132
21/03/2013,1.4541,1.5543,1.1744,144.2916,1.4352,1.5179
22/03/2013,1.4587,1.5582,1.1726,143.9933,1.4329,1.5239
25/03/2013,1.4526,1.5514,1.1786,143.2364,1.4383,1.5183
26/03/2013,1.4455,1.5408,1.1786,142.7904,1.4375,1.5155
27/03/2013,1.4481,1.5368,1.1822,142.6176,1.4408,1.5111
28/03/2013,1.4561,1.5425,1.1823,142.7318,1.4379,1.5181
02/04/2013,1.4461,1.5359,1.1783,141.4014,1.4349,1.5128
03/04/2013,1.4432,1.5333,1.1781,140.568,1.4308,1.5136
04/04/2013,1.4585,1.5404,1.1809,146.28,1.4362,1.5179
05/04/2013,1.4792,1.5662,1.179,149.1697,1.4326,1.5353
08/04/2013,1.4706,1.558,1.174,151.1237,1.4287,1.5282
09/04/2013,1.4591,1.5541,1.1713,151.4304,1.4285,1.5296
10/04/2013,1.4542,1.5551,1.1712,152.509,1.4278,1.5326
11/04/2013,1.4575,1.5565,1.1727,153.2473,1.4306,1.5394
12/04/2013,1.4632,1.5574,1.1733,151.7184,1.4277,1.5367
15/04/2013,1.473,1.564,1.1702,149.9964,1.4237,1.5312
16/04/2013,1.4772,1.5653,1.1645,149.4542,1.4167,1.5291
17/04/2013,1.478,1.5665,1.1681,148.6936,1.4188,1.5235
18/04/2013,1.4828,1.5672,1.1689,150.1882,1.4219,1.5291
19/04/2013,1.4808,1.5656,1.1664,151.4357,1.4199,1.5258
22/04/2013,1.4874,1.5656,1.17,151.3775,1.4272,1.5246
23/04/2013,1.49,1.5683,1.1744,151.8465,1.4394,1.5284
24/04/2013,1.4883,1.5685,1.1748,151.7334,1.4468,1.5268
25/04/2013,1.4971,1.5746,1.1872,153.6126,1.4629,1.544
26/04/2013,1.506,1.5758,1.1891,151.3259,1.4587,1.5492
29/04/2013,1.4974,1.5711,1.1827,152.0891,1.4515,1.5494
30/04/2013,1.4988,1.5653,1.1803,151.6089,1.4461,1.5564
01/05/2013,1.5115,1.568,1.1788,151.3987,1.4429,1.5552
02/05/2013,1.5137,1.5643,1.1868,152.0543,1.4486,1.5511
03/05/2013,1.5104,1.5699,1.187,154.0454,1.4548,1.5568
07/05/2013,1.5215,1.5543,1.1821,153.2669,1.4556,1.5469
08/05/2013,1.5269,1.561,1.1816,153.8133,1.4563,1.5565
09/05/2013,1.5212,1.5532,1.1833,153.8908,1.4579,1.5496
10/05/2013,1.5353,1.5536,1.1837,156.3139,1.4698,1.5355
13/05/2013,1.539,1.5507,1.1818,156.1252,1.469,1.5344
14/05/2013,1.5383,1.5501,1.1755,155.6824,1.4607,1.5257
15/05/2013,1.5405,1.5494,1.1838,155.9649,1.473,1.5225
16/05/2013,1.5532,1.555,1.1852,156.0804,1.4688,1.5308
17/05/2013,1.5603,1.5609,1.1848,156.4369,1.4775,1.5191
20/05/2013,1.5542,1.5647,1.184,155.9646,1.4736,1.5222
21/05/2013,1.5491,1.5595,1.1762,155.2558,1.4702,1.5141
22/05/2013,1.5546,1.5546,1.1683,155.7158,1.4734,1.5045
23/05/2013,1.5521,1.558,1.1676,152.8043,1.4604,1.5065
24/05/2013,1.5644,1.5631,1.171,153.1865,1.4547,1.514
28/05/2013,1.5621,1.5617,1.1695,153.8832,1.4676,1.5035
29/05/2013,1.5699,1.5715,1.1657,152.5255,1.4527,1.5115
30/05/2013,1.5701,1.5671,1.1655,153.5751,1.4513,1.5216
31/05/2013,1.5808,1.567,1.1698,153.0655,1.4547,1.5161
03/06/2013,1.5749,1.5823,1.1739,152.2923,1.459,1.5295
04/06/2013,1.5858,1.5821,1.17,153.1441,1.4512,1.5293
05/06/2013,1.6156,1.596,1.1762,152.8272,1.4524,1.5392
06/06/2013,1.6289,1.6017,1.1765,152.6842,1.4512,1.5523
07/06/2013,1.6382,1.5861,1.1753,151.2935,1.453,1.5538
10/06/2013,1.6442,1.5816,1.1767,153.9092,1.4582,1.5526
11/06/2013,1.6591,1.5892,1.175,151.0569,1.4465,1.5597
12/06/2013,1.6502,1.5974,1.1762,150.0932,1.4437,1.5687
13/06/2013,1.6349,1.594,1.1789,147.737,1.4482,1.568
14/06/2013,1.6288,1.5945,1.1752,148.2887,1.4435,1.5677
17/06/2013,1.6414,1.5979,1.1772,148.9121,1.4535,1.5713
18/06/2013,1.6488,1.594,1.1655,149.1969,1.4369,1.5608
19/06/2013,1.6419,1.5958,1.1682,148.77,1.4396,1.566
20/06/2013,1.6841,1.6019,1.1737,151.6807,1.4407,1.5465
21/06/2013,1.6714,1.6112,1.1715,150.012,1.4383,1.5389
24/06/2013,1.6612,1.6211,1.1761,150.2326,1.439,1.5399
25/06/2013,1.6664,1.6194,1.1782,150.5741,1.4477,1.5404
26/06/2013,1.6465,1.6063,1.1797,149.4479,1.4455,1.5339
27/06/2013,1.6386,1.5953,1.1694,149.7997,1.4427,1.5205
28/06/2013,1.6572,1.6001,1.1668,150.669,1.4349,1.5167
01/07/2013,1.6517,1.5991,1.1679,151.8389,1.4417,1.5225
02/07/2013,1.6555,1.6002,1.1639,152.2968,1.4377,1.5169
03/07/2013,1.6822,1.6073,1.1763,152.1375,1.4471,1.5258
04/07/2013,1.6419,1.584,1.1667,150.6751,1.4408,1.5066
05/07/2013,1.6416,1.576,1.1596,150.1844,1.4311,1.4883
08/07/2013,1.6367,1.5775,1.1611,151.0082,1.4408,1.4938
09/07/2013,1.6205,1.5623,1.1599,149.8969,1.4435,1.4831
10/07/2013,1.6288,1.5711,1.1624,149.5646,1.4459,1.4946
11/07/2013,1.6526,1.5721,1.1591,149.2455,1.4374,1.5115
12/07/2013,1.6687,1.5708,1.1582,150.3032,1.433,1.5118
15/07/2013,1.6614,1.5722,1.1577,150.8588,1.4356,1.5104
16/07/2013,1.6383,1.5724,1.1513,150.1761,1.4243,1.5125
17/07/2013,1.6461,1.5821,1.1588,151.3407,1.4322,1.5172
18/07/2013,1.6597,1.5801,1.1612,152.9525,1.4385,1.5201
19/07/2013,1.6587,1.5829,1.1615,153.2104,1.4357,1.526
22/07/2013,1.662,1.5891,1.1648,152.8393,1.4374,1.537
23/07/2013,1.6615,1.5816,1.1626,153.3012,1.4388,1.5367
24/07/2013,1.6682,1.5799,1.1602,153.8311,1.4357,1.5357
25/07/2013,1.6661,1.5742,1.1571,152.5481,1.4299,1.5313
26/07/2013,1.6644,1.5824,1.1587,150.8314,1.4281,1.5369
29/07/2013,1.6674,1.575,1.1581,150.3644,1.4294,1.5348
30/07/2013,1.6833,1.5705,1.1515,149.6298,1.4203,1.5259
31/07/2013,1.6896,1.559,1.142,149.1531,1.4092,1.5164
01/08/2013,1.6983,1.5661,1.1456,150.4426,1.4157,1.5161
02/08/2013,1.7141,1.5836,1.1498,150.846,1.4174,1.5274
05/08/2013,1.7213,1.5942,1.1579,151.1385,1.428,1.533
06/08/2013,1.7134,1.5962,1.156,150.1884,1.4228,1.5385
07/08/2013,1.7263,1.6179,1.1651,149.8884,1.4325,1.5518
08/08/2013,1.7058,1.6123,1.1621,149.1569,1.4301,1.5555
09/08/2013,1.6875,1.5998,1.1631,149.4881,1.4311,1.5528
12/08/2013,1.6871,1.595,1.1645,149.5,1.4354,1.5481
13/08/2013,1.7007,1.5991,1.1681,151.8116,1.4444,1.5461
14/08/2013,1.6984,1.6039,1.1714,152.3558,1.4513,1.5537
15/08/2013,1.7126,1.6097,1.174,152.1941,1.4541,1.5557
16/08/2013,1.6969,1.6159,1.1711,152.336,1.4456,1.5613
19/08/2013,1.7128,1.6184,1.1737,153.519,1.4495,1.567
20/08/2013,1.7267,1.6287,1.1679,152.2998,1.439,1.568
21/08/2013,1.7392,1.6388,1.1728,153.2247,1.4439,1.5688
22/08/2013,1.7259,1.637,1.1669,153.5654,1.4399,1.5573
23/08/2013,1.7268,1.6412,1.1635,153.5755,1.4336,1.5593
27/08/2013,1.7334,1.6325,1.1602,151.0333,1.4264,1.554
28/08/2013,1.7373,1.6293,1.1649,151.7752,1.4315,1.5538
29/08/2013,1.7361,1.6291,1.1716,152.5328,1.4437,1.5495
30/08/2013,1.7368,1.6317,1.1734,151.8169,1.4427,1.5471
02/09/2013,1.7331,1.641,1.18,154.6538,1.4541,1.5565
03/09/2013,1.714,1.6371,1.1803,154.9994,1.4567,1.5531
04/09/2013,1.703,1.639,1.1844,155.581,1.4634,1.563
05/09/2013,1.7081,1.6387,1.1883,155.9624,1.4728,1.559
06/09/2013,1.6998,1.623,1.188,154.612,1.467,1.563
09/09/2013,1.7055,1.6304,1.1861,156.5497,1.4655,1.5721
10/09/2013,1.69,1.628,1.1851,157.876,1.4697,1.572
11/09/2013,1.6975,1.6337,1.1888,158.1084,1.4721,1.5814
12/09/2013,1.7065,1.6328,1.1892,156.8515,1.4693,1.5826
13/09/2013,1.7164,1.6398,1.1965,157.6029,1.4804,1.5865
16/09/2013,1.7057,1.6431,1.1934,157.4059,1.4746,1.5935
17/09/2013,1.6997,1.6365,1.1913,157.9705,1.4755,1.5902
18/09/2013,1.7077,1.6477,1.1964,157.9813,1.4779,1.5969
19/09/2013,1.6975,1.6423,1.1862,159.7947,1.4622,1.6063
20/09/2013,1.7047,1.6464,1.1843,159.376,1.4584,1.6
23/09/2013,1.6976,1.6508,1.1883,158.2198,1.4607,1.6032
24/09/2013,1.7013,1.6464,1.1847,157.7141,1.4561,1.5984
25/09/2013,1.7152,1.6547,1.1897,158.5948,1.464,1.607
26/09/2013,1.7098,1.6535,1.1872,158.3756,1.458,1.6004
27/09/2013,1.7303,1.6609,1.1906,158.3888,1.4581,1.6121
30/09/2013,1.7318,1.6646,1.1964,158.8955,1.4643,1.6194
01/10/2013,1.7268,1.6732,1.1981,158.9612,1.4684,1.6204
02/10/2013,1.7324,1.6781,1.1942,157.8595,1.463,1.6229
03/10/2013,1.723,1.6678,1.1869,157.3341,1.4553,1.617
04/10/2013,1.7017,1.6563,1.1822,156.117,1.4517,1.6073
07/10/2013,1.7061,1.6564,1.1849,156.0403,1.4549,1.608
08/10/2013,1.7032,1.6632,1.1846,156.1574,1.4548,1.6107
09/10/2013,1.6871,1.6565,1.1787,154.8334,1.4496,1.5931
10/10/2013,1.687,1.6567,1.1799,156.4768,1.4534,1.5954
11/10/2013,1.6851,1.6563,1.1757,156.7492,1.4511,1.5946
14/10/2013,1.6896,1.6572,1.1789,157.149,1.453,1.6016
15/10/2013,1.6759,1.6557,1.1826,157.4285,1.4609,1.5968
16/10/2013,1.6716,1.6486,1.1808,157.4999,1.4592,1.593
17/10/2013,1.6763,1.661,1.1819,157.879,1.4582,1.6148
18/10/2013,1.6751,1.6648,1.182,158.2539,1.4597,1.6188
21/10/2013,1.6707,1.6634,1.1816,158.5844,1.4572,1.6159
22/10/2013,1.6694,1.6675,1.1772,159.1144,1.4515,1.6213
23/10/2013,1.6793,1.6797,1.173,157.2985,1.4417,1.6168
24/10/2013,1.6855,1.6865,1.1713,157.4181,1.4418,1.6167
25/10/2013,1.6865,1.6886,1.172,157.3696,1.4453,1.6167
28/10/2013,1.6858,1.6849,1.1702,157.616,1.4445,1.6131
29/10/2013,1.6908,1.6774,1.1662,157.5129,1.4423,1.6058
30/10/2013,1.6943,1.6809,1.1675,157.7958,1.4411,1.6077
31/10/2013,1.6964,1.6758,1.1819,157.6333,1.4552,1.6067
01/11/2013,1.6872,1.6627,1.1805,157.2616,1.4529,1.5922
04/11/2013,1.6795,1.6604,1.1807,157.2708,1.4531,1.5952
05/11/2013,1.6896,1.6761,1.1906,158.0976,1.4632,1.6044
06/11/2013,1.6884,1.6747,1.1887,158.6292,1.4649,1.608
07/11/2013,1.6979,1.6764,1.1991,158.9295,1.4742,1.6047
08/11/2013,1.7065,1.6779,1.1981,158.4785,1.4752,1.5995
11/11/2013,1.706,1.6727,1.1913,158.5161,1.4684,1.5973
12/11/2013,1.7095,1.6712,1.1853,158.5533,1.4596,1.5927
13/11/2013,1.7195,1.6755,1.1929,158.9367,1.4696,1.5988
14/11/2013,1.7259,1.6903,1.1956,160.8234,1.4734,1.6092
15/11/2013,1.7189,1.6832,1.1944,161.3867,1.4739,1.6092
18/11/2013,1.7147,1.6801,1.1913,161.1783,1.4695,1.6113
19/11/2013,1.7098,1.6824,1.1905,161.3521,1.4684,1.6103
20/11/2013,1.7209,1.6894,1.2011,161.6006,1.4792,1.6173
21/11/2013,1.7453,1.6976,1.1995,163.1695,1.4781,1.6149
22/11/2013,1.7666,1.7044,1.1971,163.8832,1.4724,1.6186
25/11/2013,1.7645,1.7059,1.1961,164.2862,1.4732,1.6154
26/11/2013,1.7731,1.7056,1.1932,164.0753,1.4691,1.6181
27/11/2013,1.7914,1.7232,1.1992,166.2044,1.4784,1.6277
28/11/2013,1.7978,1.7305,1.202,167.099,1.4815,1.6347
29/11/2013,1.793,1.7345,1.2032,167.6964,1.4805,1.6383
02/12/2013,1.7963,1.7412,1.2074,168.5413,1.4851,1.6368
03/12/2013,1.7968,1.7489,1.2079,168.1614,1.4851,1.6414
04/12/2013,1.8128,1.7473,1.2057,167.7875,1.4803,1.6344
05/12/2013,1.8062,1.7377,1.1951,166.5721,1.466,1.6321
06/12/2013,1.7973,1.7388,1.1951,167.9556,1.4632,1.6354
09/12/2013,1.8026,1.746,1.1944,168.9664,1.4614,1.6387
10/12/2013,1.7971,1.7447,1.193,169.001,1.4577,1.6427
11/12/2013,1.8061,1.7372,1.1869,167.7168,1.4498,1.6369
12/12/2013,1.8275,1.7363,1.187,168.1638,1.4523,1.6325
13/12/2013,1.8175,1.7272,1.1854,167.8707,1.4499,1.6276
16/12/2013,1.8189,1.7241,1.185,167.896,1.4467,1.6299
17/12/2013,1.827,1.7221,1.1829,166.8216,1.4428,1.6242
18/12/2013,1.8455,1.7479,1.1911,169.1818,1.454,1.6392
19/12/2013,1.8485,1.7488,1.1972,170.5724,1.4676,1.6365
20/12/2013,1.8349,1.7468,1.1965,170.2496,1.4653,1.6356
23/12/2013,1.8296,1.733,1.1934,170.1128,1.4608,1.6357
24/12/2013,1.8333,1.7365,1.1959,170.6184,1.4644,1.636
27/12/2013,1.8549,1.7639,1.1973,173.1375,1.4647,1.6494
30/12/2013,1.8542,1.7619,1.1964,173.5621,1.4648,1.6525
31/12/2013,1.8484,1.7576,1.2004,173.4779,1.4728,1.6528
02/01/2014,1.8409,1.7487,1.2036,172.6378,1.4808,1.6437
03/01/2014,1.8308,1.7467,1.208,171.7905,1.4869,1.6444
06/01/2014,1.8312,1.7515,1.2029,171.5442,1.4831,1.6411
07/01/2014,1.8392,1.7621,1.2052,171.6215,1.4911,1.6398
08/01/2014,1.8443,1.7784,1.211,172.655,1.4971,1.647
09/01/2014,1.8527,1.7879,1.2119,172.5158,1.4968,1.6463
10/01/2014,1.8382,1.8005,1.2057,171.6913,1.4876,1.6485
13/01/2014,1.8093,1.7798,1.2,169.3347,1.4787,1.6383
14/01/2014,1.8295,1.7999,1.2026,170.5256,1.4827,1.646
15/01/2014,1.8321,1.7887,1.2025,170.8084,1.4869,1.635
16/01/2014,1.8559,1.7859,1.2018,170.3803,1.4818,1.6345
17/01/2014,1.8717,1.8004,1.213,171.472,1.4953,1.6445
20/01/2014,1.8658,1.8015,1.2107,170.8605,1.4933,1.6421
21/01/2014,1.8701,1.8076,1.2157,171.7031,1.5005,1.6464
22/01/2014,1.8716,1.8325,1.2225,172.8674,1.5091,1.6582
23/01/2014,1.8935,1.8504,1.2156,172.3969,1.4966,1.6631
24/01/2014,1.8922,1.8271,1.2058,168.9145,1.4758,1.6502
27/01/2014,1.8946,1.8331,1.2122,169.7841,1.4857,1.6574
28/01/2014,1.8905,1.8527,1.2138,170.4772,1.4907,1.6585
29/01/2014,1.8911,1.8458,1.2131,169.234,1.4826,1.6551
30/01/2014,1.8833,1.8446,1.2164,169.4675,1.4893,1.6498
31/01/2014,1.8837,1.8325,1.2189,167.6206,1.4885,1.6435
03/02/2014,1.8536,1.8053,1.2082,165.3615,1.4743,1.6332
04/02/2014,1.8318,1.8059,1.2062,165.2414,1.4736,1.6296
05/02/2014,1.8284,1.8101,1.205,165.0004,1.4729,1.6306
06/02/2014,1.8218,1.806,1.2004,166.2864,1.4681,1.6325
07/02/2014,1.8311,1.8047,1.2038,167.5795,1.4725,1.6394
10/02/2014,1.8338,1.8115,1.2015,167.2924,1.4704,1.6398
11/02/2014,1.8249,1.8205,1.2053,168.7632,1.4747,1.6484
12/02/2014,1.8358,1.8225,1.2206,170.0626,1.4948,1.6585
13/02/2014,1.8519,1.8276,1.2174,169.9534,1.4879,1.6636
14/02/2014,1.8553,1.8368,1.2226,170.4591,1.4946,1.6733
17/02/2014,1.8514,1.8332,1.2197,170.2851,1.4903,1.6711
18/02/2014,1.8488,1.8294,1.2144,170.9207,1.4835,1.6698
19/02/2014,1.8503,1.8447,1.2153,170.8338,1.484,1.6714
20/02/2014,1.8548,1.8439,1.2148,170.428,1.4827,1.6658
21/02/2014,1.8619,1.8567,1.214,171.3152,1.4819,1.6686
24/02/2014,1.8442,1.8414,1.2116,170.3846,1.4798,1.6631
25/02/2014,1.848,1.848,1.2146,170.44,1.4815,1.6682
26/02/2014,1.8568,1.8485,1.2176,170.2041,1.4842,1.6641
27/02/2014,1.8618,1.8583,1.2185,170.1942,1.4827,1.6671
28/02/2014,1.8726,1.8549,1.2134,171.0321,1.476,1.6758
03/03/2014,1.8714,1.8524,1.2137,169.5605,1.4719,1.6717
04/03/2014,1.8635,1.8524,1.2133,170.2813,1.4781,1.6673
05/03/2014,1.8628,1.8507,1.2177,171.1981,1.4836,1.673
